date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:30:36	25462/25462	---M--	200	added ('OK')	image/jpg	etag:%2272bf175b6772a86e905e703858c9d750%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/desktop/1644950493-300008-5368-0429f528a1416e0397e7843687bf2045.jpg	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/desktop/1644950493-300008-5368-0429f528a1416e0397e7843687bf2045.jpg	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:37	131668/131668	---M--	200	added ('OK')	image/png	etag:%222a2a02bfb5de93015767c706bbb64b09%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640363-5368-3eefa59c7e8f7dd1da3b98b9d253bd7f.png	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640363-5368-3eefa59c7e8f7dd1da3b98b9d253bd7f.png	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:38	4355/4355	---M--	200	added ('OK')	image/png	etag:%22e30553d0b63c7b8fe910273809e1fc56%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640365-5368-d74a6b7dea43995ee5733f2f7a2f41c3.png	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640365-5368-d74a6b7dea43995ee5733f2f7a2f41c3.png	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:39	5448/5448	---M--	200	added ('OK')	image/png	etag:%2235d8a03318ae9615a278b5335b46b41b%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640366-5368-d74a6b7dea43995ee5733f2f7a2f41c3.png	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640366-5368-d74a6b7dea43995ee5733f2f7a2f41c3.png	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:41	9115/9115	---M--	200	added ('OK')	image/png	etag:%2270a2019b65081aa2134e9900875085ab%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640367-5368-43367a9f6d48d6bcc7a966732390130b.png	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640367-5368-43367a9f6d48d6bcc7a966732390130b.png	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:42	112036/112036	---M--	200	added ('OK')	image/jpg	etag:%22d8d4b89743d0bb3792ee942e3122eb5c%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/desktop/1644950493-300010-5368-0c7481a1ddf44bc5a6037465db067097.jpg	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/desktop/1644950493-300010-5368-0c7481a1ddf44bc5a6037465db067097.jpg	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:43	10343/10343	---M--	200	added ('OK')	image/png	etag:%2292cf23c3a2d8a0ae632e6a4d3fe4864e%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640396-5368-f78b1c951bbe8ff8faac3c46c2db9bb7.png	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640396-5368-f78b1c951bbe8ff8faac3c46c2db9bb7.png	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:45	150254/150254	---M--	200	added ('OK')	image/png	etag:%22fab261a20562b7234fa052b0f8f0bc57%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640397-5368-067466cd20db0c59fe80a87ad3cad30a.png	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640397-5368-067466cd20db0c59fe80a87ad3cad30a.png	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:46	172171/172171	---M--	200	added ('OK')	image/png	etag:%22fe2af2d81013e8729b535c8594d52e7c%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640398-5368-bd00b9b147b4e877bf4f498f78657d3e.png	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640398-5368-bd00b9b147b4e877bf4f498f78657d3e.png	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:47	35812/35812	---M--	200	added ('OK')	image/png	etag:%221859ab5db3fc838c01a0a2e25914df57%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/desktop/1644950493-2640419-5368-1988727332b5610a93af0708f7ffb946.png	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/desktop/1644950493-2640419-5368-1988727332b5610a93af0708f7ffb946.png	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:48	35877/35877	---M--	200	added ('OK')	image/png	etag:%223be8c547b2d3caac87f65c2d7f500d23%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/desktop/1644950493-2640426-5368-612acfec6e790c9ae4ce27a690b078ea.png	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/desktop/1644950493-2640426-5368-612acfec6e790c9ae4ce27a690b078ea.png	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:48	20787/20787	---M--	200	added ('OK')	image/png	etag:%2226d40c7d1941f1d6b8eede7cf43934be%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/desktop/1644950493-2640433-5368-727720dd7b0eb98811b9fd39f7ae7b25.png	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/desktop/1644950493-2640433-5368-727720dd7b0eb98811b9fd39f7ae7b25.png	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:49	27821/27821	---M--	200	added ('OK')	image/png	etag:%227bf269546be4ecca8fcb3a549710101c%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/desktop/1644950493-2640440-5368-7938ec51a0131a54e2e62dbdf4cd48fa.png	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/desktop/1644950493-2640440-5368-7938ec51a0131a54e2e62dbdf4cd48fa.png	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:50	16450/16450	---M--	200	added ('OK')	image/png	etag:%227fd0cad608a70f3bc74d387315210221%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640356_m-5368-bc3f7fd488b2d08dd1b02ee47e41796f.png	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640356_m-5368-bc3f7fd488b2d08dd1b02ee47e41796f.png	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:50	73094/73094	---M--	200	added ('OK')	image/png	etag:%22aad46d911b2f88181b04572bc9ab91c7%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640449-5368-a2aa36fe7e06f24db7e55433e600189e.png	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640449-5368-a2aa36fe7e06f24db7e55433e600189e.png	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:52	6412/6412	---M--	200	added ('OK')	image/png	etag:%228dcff981daaa3fd96355e2c264cfa07d%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640458-5368-4a9e054727451a8a35916be166e03c6b.png	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/mobile/1644950493-2640458-5368-4a9e054727451a8a35916be166e03c6b.png	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:53	13377/13377	---M--	200	added ('OK')	image/png	etag:%2212567423e764ce4cc26440af00446050%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/desktop/1644950493-2640361-5368-4bcdd1897fbf1dcce0b518caf8c79daa.png	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/imagens/desktop/1644950493-2640361-5368-4bcdd1897fbf1dcce0b518caf8c79daa.png	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:54	23828/23828	---M-Z	200	added ('OK')	text/css	etag:%2285510c667e724282a5373c592fa2b1c2%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/css-1644950493.css	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/css-1644950493.css	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
13:30:55	128009/128009	---M-Z	200	added ('OK')	application/javascript	etag:%2248586a6e197522c7a7ad8adb8b862c5e%22	https://cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/js-1644950493.js	C:/Users/Erileudo/Desktop/ato%20site/ato/cdn.greatsoftwares.com.br/arquivos/paginas_publicadas/www.cursosato.com-metodoatopv/js-1644950493.js	(from https://www.cursosato.com/metodoatopv?campanha_chave=UQNXB&trackerId=0c1c0fa04d04b80d1a359957a8c88206&a=11005749)
